activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,7990613,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc1OC,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933870,,CHEMBL1933870,,False,http://www.openphacts.org/units/Nanomolar,1567745,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990614,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(Cl)c1O,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,"{'bei': '12.98', 'le': '0.25', 'lle': '0.24', 'sei': '5.16'}",CHEMBL1933871,,CHEMBL1933871,4.23,False,http://www.openphacts.org/units/Nanomolar,1567746,=,1,True,=,,IC50,nM,,59000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,59.0
,7990615,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2ccc(/C=C(\C#N)c3nc4ccccc4[nH]3)cc2)cc(Br)c1O,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,"{'bei': '9.02', 'le': '0.19', 'lle': '-1.74', 'sei': '4.92'}",CHEMBL1933872,,CHEMBL1933872,4.03,False,http://www.openphacts.org/units/Nanomolar,1567747,=,1,True,=,,IC50,nM,,94000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,94.0
,7990616,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2ccccc2)cc1)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,"{'bei': '12.65', 'le': '0.22', 'lle': '-1.22', 'sei': '7.75'}",CHEMBL1933873,,CHEMBL1933873,4.07,False,http://www.openphacts.org/units/Nanomolar,1567748,=,1,True,=,,IC50,nM,,86000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,86.0
,7990617,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2ncc[nH]2)cc1)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,"{'bei': '13.29', 'le': '0.24', 'lle': '0.12', 'sei': '5.10'}",CHEMBL1933874,,CHEMBL1933874,4.14,False,http://www.openphacts.org/units/Nanomolar,1567749,=,1,True,=,,IC50,nM,,73000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,73.0
,7990618,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(OC)c1OC,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933875,,CHEMBL1933875,,False,http://www.openphacts.org/units/Nanomolar,1567750,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990619,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1cc(-c2ccccc2)cnc1Cl)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933876,,CHEMBL1933876,,False,http://www.openphacts.org/units/Nanomolar,1567751,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990620,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1c(Cl)ncnc1Cl)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933877,,CHEMBL1933877,,False,http://www.openphacts.org/units/Nanomolar,1567752,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990621,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1c(/C=C(\C#N)c2nc3ccccc3[nH]2)sc2ccccc12,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933878,,CHEMBL1933878,,False,http://www.openphacts.org/units/Nanomolar,1567753,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990622,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1c[nH]c2ccc(Br)cc12)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933879,,CHEMBL1933879,,False,http://www.openphacts.org/units/Nanomolar,1567754,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990623,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1c[nH]c2cccc([N+](=O)[O-])c12)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933880,,CHEMBL1933880,,False,http://www.openphacts.org/units/Nanomolar,1567755,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990624,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1c[nH]c2c1ccc1ccccc12)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933881,,CHEMBL1933881,,False,http://www.openphacts.org/units/Nanomolar,1567756,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990625,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2cccs2)s1)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,"{'bei': '13.75', 'le': '0.27', 'lle': '-0.83', 'sei': '8.74'}",CHEMBL1933882,,CHEMBL1933882,4.58,False,http://www.openphacts.org/units/Nanomolar,1567757,=,1,True,=,,IC50,nM,,26000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,26.0
,7990626,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)s1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL118009,,CHEMBL118009,,False,http://www.openphacts.org/units/Nanomolar,1567758,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990627,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)sc1C,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933883,,CHEMBL1933883,,False,http://www.openphacts.org/units/Nanomolar,1567759,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990628,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1cccs1)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL116569,,CHEMBL116569,,False,http://www.openphacts.org/units/Nanomolar,1567760,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990629,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2ccco2)s1)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,"{'bei': '13.33', 'le': '0.25', 'lle': '-0.72', 'sei': '6.45'}",CHEMBL1933884,,CHEMBL1933884,4.23,False,http://www.openphacts.org/units/Nanomolar,1567761,=,1,True,=,,IC50,nM,,59000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,59.0
,7990630,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2cccs2)o1)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933885,,CHEMBL1933885,,False,http://www.openphacts.org/units/Nanomolar,1567762,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990631,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2cccs2)s1)c1cc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933886,,CHEMBL1933886,,False,http://www.openphacts.org/units/Nanomolar,1567763,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990632,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2cccs2)s1)c1nc2ccccc2s1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933887,,CHEMBL1933887,,False,http://www.openphacts.org/units/Nanomolar,1567764,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990633,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2cccs2)s1)c1nc2ccccc2o1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933888,,CHEMBL1933888,,False,http://www.openphacts.org/units/Nanomolar,1567765,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990634,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2cccs2)s1)c1ccc2ccccc2n1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933889,,CHEMBL1933889,,False,http://www.openphacts.org/units/Nanomolar,1567766,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990635,[],CHEMBL1936263,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage after 40 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(/C(C#N)=C/c2ccc(-c3cccs3)s2)[n+](C)c2ccccc21.[I-],,,CHEMBL1933027,Bioorg. Med. Chem.,2011,,CHEMBL1933890,,CHEMBL1962430,,False,http://www.openphacts.org/units/Nanomolar,1567767,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,7990636,[],CHEMBL1936264,Inhibition of Clostridium botulinum BoNT/A light chain after 40 mins by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc1I,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,"{'bei': '12.46', 'le': '0.31', 'lle': '0.76', 'sei': '8.10'}",CHEMBL1933865,,CHEMBL1933865,5.00,False,http://www.openphacts.org/units/Nanomolar,1567739,=,1,True,=,,IC50,nM,,10000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,10.0
,7990637,[],CHEMBL1936264,Inhibition of Clostridium botulinum BoNT/A light chain after 40 mins by HPLC assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2cccs2)s1)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,"{'bei': '13.61', 'le': '0.27', 'lle': '-0.88', 'sei': '8.65'}",CHEMBL1933882,,CHEMBL1933882,4.54,False,http://www.openphacts.org/units/Nanomolar,1567757,=,1,True,=,,IC50,nM,,29000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,29.0
,7991572,[],CHEMBL1936946,Inhibition of Clostridium botulinum BoNT/A light chain-mediated SNAP-25 substrate cleavage preincubated for 90 mins by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(-c2cccs2)s1)c1nc2ccccc2[nH]1,,,CHEMBL1933027,Bioorg. Med. Chem.,2011,"{'bei': '14.30', 'le': '0.28', 'lle': '-0.65', 'sei': '9.09'}",CHEMBL1933882,,CHEMBL1933882,4.77,False,http://www.openphacts.org/units/Nanomolar,1567757,=,1,True,=,,IC50,nM,,17000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,17.0
,10890436,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(Cl)cc1Cl)NO,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '26.60', 'le': '0.60', 'lle': '3.66', 'sei': '12.52'}",CHEMBL237370,CINNAMIC ACID HYDROXAMATE,CHEMBL237370,6.17,True,http://www.openphacts.org/units/Nanomolar,1644462,=,1,True,=,,IC50,nM,,670.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.67
,10890437,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(Br)cc1Cl)NO,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '22.28', 'le': '0.60', 'lle': '3.54', 'sei': '12.49'}",CHEMBL2032250,,CHEMBL2032250,6.16,False,http://www.openphacts.org/units/Nanomolar,1644463,=,1,True,=,,IC50,nM,,690.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.69
,10890438,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccccc1Cl)NO,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '24.66', 'le': '0.51', 'lle': '3.01', 'sei': '9.88'}",CHEMBL2032251,,CHEMBL2032251,4.87,False,http://www.openphacts.org/units/Nanomolar,1644464,=,1,True,=,,IC50,nM,,13400.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,13.4
,10890439,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(-c2ccccc2)cc1Cl)NO,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '21.59', 'le': '0.42', 'lle': '2.38', 'sei': '11.98'}",CHEMBL2032252,,CHEMBL2032252,5.91,False,http://www.openphacts.org/units/Nanomolar,1644465,=,1,True,=,,IC50,nM,,1230.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.23
,10890440,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(-c2ccc(F)cc2)cc1Cl)NO,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '17.22', 'le': '0.34', 'lle': '1.36', 'sei': '10.18'}",CHEMBL2032253,,CHEMBL2032253,5.02,False,http://www.openphacts.org/units/Nanomolar,1644466,=,1,True,=,,IC50,nM,,9490.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,9.49
,10890441,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(-c2cccc(F)c2)cc1Cl)NO,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '15.44', 'le': '0.31', 'lle': '0.84', 'sei': '9.13'}",CHEMBL2032247,,CHEMBL2032247,4.50,False,http://www.openphacts.org/units/Nanomolar,1644459,=,1,True,=,,IC50,nM,,31300.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,31.3
,10890442,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(-c2ccc(F)cc2F)cc1Cl)NO,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '19.40', 'le': '0.39', 'lle': '2.21', 'sei': '12.18'}",CHEMBL2032248,,CHEMBL2032248,6.01,False,http://www.openphacts.org/units/Nanomolar,1644460,=,1,True,=,,IC50,nM,,980.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.98
,10890443,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(-c2cc(F)c(F)c(F)c2)cc1Cl)NO,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '18.90', 'le': '0.38', 'lle': '2.25', 'sei': '12.56'}",CHEMBL2032249,,CHEMBL2032249,6.19,False,http://www.openphacts.org/units/Nanomolar,1644461,=,1,True,=,,IC50,nM,,640.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.64
,10890444,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1ccc(/C=C/C(=O)NO)c(Cl)c1,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '21.68', 'le': '0.43', 'lle': '3.15', 'sei': '8.31'}",CHEMBL2032254,,CHEMBL2032254,6.26,False,http://www.openphacts.org/units/Nanomolar,1644467,=,1,True,=,,IC50,nM,,550.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.55
,10890445,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(/C=C/C(=O)NO)c(Cl)c2)cc1,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '14.78', 'le': '0.29', 'lle': '0.96', 'sei': '7.67'}",CHEMBL2032255,,CHEMBL2032255,4.49,False,http://www.openphacts.org/units/Nanomolar,1644468,=,1,True,=,,IC50,nM,,32300.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,32.3
,10890446,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-c2ccc(/C=C/C(=O)NO)c(Cl)c2)c1,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '15.16', 'le': '0.30', 'lle': '1.07', 'sei': '7.86'}",CHEMBL2032256,,CHEMBL2032256,4.60,False,http://www.openphacts.org/units/Nanomolar,1644469,=,1,True,=,,IC50,nM,,24900.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,24.9
,10890447,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-c2ccc(/C=C/C(=O)NO)c(Cl)c2)cc1,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '14.65', 'le': '0.29', 'lle': '0.39', 'sei': '8.55'}",CHEMBL2032257,,CHEMBL2032257,4.22,False,http://www.openphacts.org/units/Nanomolar,1644470,=,1,True,=,,IC50,nM,,60700.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,60.7
,10890448,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(-c2ccc(/C=C/C(=O)NO)c(Cl)c2)c1,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,,CHEMBL2032258,,CHEMBL2032258,,False,http://www.openphacts.org/units/Nanomolar,1644471,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,10890449,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(-c2cccc(C(F)(F)F)c2)cc1Cl)NO,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '12.93', 'le': '0.26', 'lle': '-0.12', 'sei': '8.96'}",CHEMBL2032259,,CHEMBL2032259,4.42,False,http://www.openphacts.org/units/Nanomolar,1644472,=,1,True,=,,IC50,nM,,38200.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,38.2
,10890450,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(-c2ccc(C(F)(F)F)cc2)cc1Cl)NO,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '13.01', 'le': '0.26', 'lle': '-0.09', 'sei': '9.02'}",CHEMBL2032260,,CHEMBL2032260,4.45,False,http://www.openphacts.org/units/Nanomolar,1644473,=,1,True,=,,IC50,nM,,35700.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,35.7
,10890451,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/c1ccc(-c2ccc3c(c2)OCO3)cc1Cl)NO,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '14.10', 'le': '0.28', 'lle': '1.23', 'sei': '6.61'}",CHEMBL2032261,,CHEMBL2032261,4.48,False,http://www.openphacts.org/units/Nanomolar,1644474,=,1,True,=,,IC50,nM,,33100.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,33.1
,10890452,[],CHEMBL2033254,Inhibition of clostridium botulinum Botulinum neurotoxin type A using SNAPide as substrate by FRET analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)c1ccc(-c2ccc(/C=C/C(=O)NO)c(Cl)c2)cc1,,,CHEMBL2029297,Bioorg. Med. Chem. Lett.,2012,"{'bei': '13.68', 'le': '0.29', 'lle': '1.88', 'sei': '5.77'}",CHEMBL2032262,,CHEMBL2032262,4.81,False,http://www.openphacts.org/units/Nanomolar,1644475,=,1,True,=,,IC50,nM,,15400.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,15.4
